selected,Date,Type,No.,Payee,Category,Total,Approval Status,Action
,04/07/2025,Expense,,Zapier,Computer Software & Internet,29.99,,
,04/02/2025,Expense,,Amazon,Computer Software & Internet,305.39,,
,04/01/2025,Expense,,RepeatMD,Computer Software & Internet,699,,
,04/01/2025,Expense,,Google,Computer Software & Internet,24.03,,
,03/31/2025,Expense,,Google,Computer Software & Internet,132.84,,
,03/26/2025,Expense,,RingCentral,Computer Software & Internet,85.71,,
,03/22/2025,Expense,,Spruce Health,--Split--,72,,
,03/22/2025,Expense,,CallRail,Computer Software & Internet,53,,
,03/18/2025,Expense,,Rank Math,Computer Software & Internet,59.88,,
,03/11/2025,Expense,,Notion Labs,Computer Software & Internet,204,,
,03/10/2025,Expense,,Signwell Doc Sketch (electronic sign software),Computer Software & Internet,30,,
,03/06/2025,Expense,,Zapier,Computer Software & Internet,29.99,,
,03/06/2025,Expense,,Trustindex,Computer Software & Internet,29,,
,03/04/2025,Expense,,Rank Math,Computer Software & Internet,83.88,,
,03/02/2025,Expense,,Amazon,Computer Software & Internet,274.43,,
,03/01/2025,Expense,,Google,Computer Software & Internet,24.03,,
,03/01/2025,Expense,,RepeatMD,Computer Software & Internet,699,,
,02/28/2025,Expense,,Google,Computer Software & Internet,122.4,,
,02/26/2025,Expense,,RingCentral,Computer Software & Internet,85.71,,
,02/22/2025,Expense,,Spruce Health,--Split--,72,,
,02/22/2025,Expense,,CallRail,Computer Software & Internet,53.06,,
,02/19/2025,Expense,,GoDaddy,Computer Software & Internet,22.17,,
,02/18/2025,Expense,,Apple,Computer Software & Internet,99,,
,02/14/2025,Credit Card Credit,,Skool.com,Computer Software & Internet,-99,,
,02/11/2025,Expense,,Notion Labs,Computer Software & Internet,214.84,,
,02/10/2025,Expense,,Signwell Doc Sketch (electronic sign software),Computer Software & Internet,30,,
,02/09/2025,Expense,,Skool.com,Computer Software & Internet,99,,
,02/01/2025,Expense,,RepeatMD,Computer Software & Internet,699,,
,02/01/2025,Expense,,Google,Computer Software & Internet,24.03,,
,01/31/2025,Expense,,Google,Computer Software & Internet,117.74,,
,01/26/2025,Expense,,RingCentral,Computer Software & Internet,85.71,,
,01/23/2025,Expense,,CallRail,Computer Software & Internet,53,,
,01/22/2025,Expense,,Spruce Health,--Split--,72,,
,01/15/2025,Expense,,Google,Computer Software & Internet,25,,
,01/11/2025,Expense,,Notion Labs,Computer Software & Internet,192,,
,01/10/2025,Expense,,Signwell Doc Sketch (electronic sign software),Computer Software & Internet,30,,
,01/08/2025,Expense,,Skool.com,Computer Software & Internet,99,,
,01/02/2025,Expense,,RepeatMD,Computer Software & Internet,699,,
,01/01/2025,Expense,,Google,Computer Software & Internet,23.78,,
,12/31/2024,Expense,,Google,Computer Software & Internet,114.96,,
,12/26/2024,Expense,,RingCentral,Computer Software & Internet,85.53,,
,12/23/2024,Expense,,CallRail,Computer Software & Internet,53,,
,12/22/2024,Expense,,Spruce Health,--Split--,72,,
,12/15/2024,Expense,,SQSP,Computer Software & Internet,61,,
,12/11/2024,Expense,,Notion Labs,Computer Software & Internet,204,,
,12/10/2024,Expense,,Signwell Doc Sketch (electronic sign software),Computer Software & Internet,30,,
,12/08/2024,Expense,,Skool.com,Computer Software & Internet,99,,
,12/04/2024,Expense,,Spruce Health,--Split--,15.2,,
,12/04/2024,Expense,,Spruce Health,--Split--,15.2,,
,12/03/2024,Expense,,Canva,Computer Software & Internet,41.5,,
,12/02/2024,Expense,,RepeatMD,Computer Software & Internet,699,,
,12/01/2024,Expense,,Google,Computer Software & Internet,23.78,,
,11/30/2024,Expense,,Google,Computer Software & Internet,101.28,,
,11/26/2024,Expense,,,Computer Software & Internet,270,,
,11/26/2024,Expense,,RingCentral,Computer Software & Internet,85.53,,
,11/23/2024,Expense,,CallRail,Computer Software & Internet,53,,
,11/22/2024,Expense,,Spruce Health,--Split--,24,,
,11/15/2024,Expense,,SQSP,Computer Software & Internet,61,,
,11/11/2024,Expense,,Notion Labs,Computer Software & Internet,221.41,,
,11/10/2024,Expense,,Signwell Doc Sketch (electronic sign software),Computer Software & Internet,30,,
,11/09/2024,Expense,,Skool.com,Computer Software & Internet,99,,
,11/06/2024,Expense,,RingCentral,Computer Software & Internet,229.84,,
,11/05/2024,Expense,,RingCentral,Computer Software & Internet,30.79,,
,11/02/2024,Expense,,RepeatMD,Computer Software & Internet,699,,
,11/02/2024,Expense,,GoDaddy,Computer Software & Internet,266.73,,
,11/01/2024,Expense,,Google,Computer Software & Internet,23.78,,
,10/31/2024,Expense,,Google,Computer Software & Internet,25,,
,10/31/2024,Expense,,Google,Computer Software & Internet,86.62,,
,10/26/2024,Expense,,RingCentral,Computer Software & Internet,42.77,,
,10/23/2024,Expense,,CallRail,Computer Software & Internet,50,,
,10/22/2024,Expense,,LegitScript,Computer Software & Internet,2150,,
,10/22/2024,Expense,,Spruce Health,--Split--,24,,
,10/20/2024,Expense,,GoDaddy,Computer Software & Internet,12.17,,
,10/15/2024,Expense,,SQSP,Computer Software & Internet,61,,
,10/11/2024,Expense,,Notion Labs,Computer Software & Internet,156,,
,10/10/2024,Expense,,Signwell Doc Sketch (electronic sign software),Computer Software & Internet,30,,
,10/08/2024,Expense,,Skool.com,Computer Software & Internet,99,,
,10/05/2024,Expense,,,Computer Software & Internet,1,,
,10/01/2024,Expense,,RepeatMD,Computer Software & Internet,699,,
,10/01/2024,Expense,,Google,Computer Software & Internet,23.71,,
,09/30/2024,Expense,,Google,Computer Software & Internet,92.4,,
,09/26/2024,Expense,,RingCentral,Computer Software & Internet,42.73,,
,09/22/2024,Expense,,Spruce Health,--Split--,24,,
,09/15/2024,Expense,,SQSP,Computer Software & Internet,61,,
,09/11/2024,Expense,,Notion Labs,Computer Software & Internet,140.65,,
,09/10/2024,Expense,,,Computer Software & Internet,30,,
,09/08/2024,Expense,,,Computer Software & Internet,99,,
,09/06/2024,Expense,,,Computer Software & Internet,180,,
,09/01/2024,Expense,,RepeatMD,Computer Software & Internet,699,,
,09/01/2024,Expense,,Google,Computer Software & Internet,23.71,,
,08/31/2024,Expense,,Google,Computer Software & Internet,79.2,,
,08/26/2024,Expense,,RingCentral,Computer Software & Internet,42.73,,
,08/23/2024,Expense,,CallRail,Computer Software & Internet,50,,
,08/22/2024,Expense,,LegitScript,Computer Software & Internet,2500,,
,08/22/2024,Expense,,Spruce Health,--Split--,24,,
,08/15/2024,Expense,,SQSP,Computer Software & Internet,61,,
,08/14/2024,Expense,,RingCentral,Computer Software & Internet,193.54,,
,08/11/2024,Expense,,Notion Labs,Computer Software & Internet,120,,
,08/07/2024,Expense,,RingCentral,Computer Software & Internet,25,,
,08/07/2024,Expense,,RingCentral,Computer Software & Internet,193.54,,
,08/06/2024,Expense,,,Computer Software & Internet,65,,
,08/01/2024,Expense,,RepeatMD,Computer Software & Internet,699,,
,08/01/2024,Expense,,Verizon,Computer Software & Internet,130,,
,08/01/2024,Expense,,Google,Computer Software & Internet,23.71,,
,07/31/2024,Expense,,Google,Computer Software & Internet,77.34,,
,07/26/2024,Expense,,RingCentral,Computer Software & Internet,42.73,,
,07/23/2024,Expense,,CallRail,Computer Software & Internet,50,,
,07/22/2024,Expense,,Spruce Health,--Split--,24,,
,07/15/2024,Expense,,SQSP,Computer Software & Internet,61,,
,07/15/2024,Expense,,Square Software,Computer Software & Internet,19.19,,
,07/11/2024,Expense,,Notion Labs,Computer Software & Internet,120,,
,07/02/2024,Expense,,RepeatMD,Computer Software & Internet,699,,
,07/01/2024,Expense,,Google,Computer Software & Internet,23.56,,
,06/30/2024,Expense,,Google,Computer Software & Internet,72,,
,06/27/2024,Expense,,RepeatMD,Computer Software & Internet,385.54,,
,06/26/2024,Expense,,RingCentral,Computer Software & Internet,43.27,,
,06/22/2024,Expense,,Spruce Health,--Split--,24,,
,06/11/2024,Expense,,Notion Labs,Computer Software & Internet,142.58,,
,06/01/2024,Expense,,Google,Computer Software & Internet,23.56,,
,06/01/2024,Expense,,RepeatMD,Computer Software & Internet,699,,
,05/31/2024,Expense,,Google,Computer Software & Internet,59.68,,
,05/27/2024,Expense,,Wix,Computer Software & Internet,384,,
,05/26/2024,Expense,,RingCentral,Computer Software & Internet,43.27,,
,05/22/2024,Expense,,Spruce Health,--Split--,24,,
,05/17/2024,Expense,,GoDaddy,Computer Software & Internet,44.34,,
,05/16/2024,Expense,,,Computer Software & Internet,240,,
,05/12/2024,Expense,,,Computer Software & Internet,1050,,
,05/11/2024,Expense,,Wix,Computer Software & Internet,72,,
,05/11/2024,Expense,,Notion Labs,Computer Software & Internet,98.35,,
,05/05/2024,Expense,,Xero,Computer Software & Internet,78,,
,05/03/2024,Expense,,Square Invoice FEE,Computer Software & Internet,20,,
,05/02/2024,Expense,,RepeatMD,Computer Software & Internet,699,,
,05/01/2024,Expense,,Google,Computer Software & Internet,23.56,,
,04/30/2024,Expense,,Google,Computer Software & Internet,50.64,,
,04/26/2024,Expense,,RingCentral,Computer Software & Internet,38.11,,
,01/29/2025,Expense,,Chase CC,Chase CC 5539 (Z. Wagner SUB 0292 added),5000,,
,01/29/2025,Expense,,Chase CC,Chase CC 5539 (Z. Wagner SUB 0292 added),5000,,
,04/11/2025,Expense,,PG & E Utilities (Gas & Electric),Bank Fees,1.35,,
,04/07/2025,Expense,,PG & E Utilities (Gas & Electric),Bank Fees,1.35,,
,04/01/2025,Expense,,CA Sec of State,--Split--,1.74,,
,03/31/2025,Expense,,Cash Deposit Fee,Bank Fees,31.5,,
,03/13/2025,Expense,,,Bank Fees,39,,
,03/13/2025,Expense,,PG & E Utilities (Gas & Electric),Bank Fees,1.35,,
,02/28/2025,Expense,,Cash Deposit Fee,Bank Fees,12,,
,02/10/2025,Expense,,PG & E Utilities (Gas & Electric),Bank Fees,1.35,,
,01/24/2025,Expense,,Osteopathic Medical Board of CA,Bank Fees,1.15,,
,01/13/2025,Expense,,,Bank Fees,39,,
,01/13/2025,Expense,,Osteopathic Medical Board of CA,Bank Fees,10.19,,
,01/10/2025,Expense,,PG & E Utilities (Gas & Electric),Bank Fees,1.35,,
,12/09/2024,Expense,,PG & E Utilities (Gas & Electric),Bank Fees,1.35,,
,11/24/2024,Expense,,CA FTB (Franchise Tax Board),Bank Fees,21.9,,
,10/31/2024,Expense,,Cash Deposit Fee,Bank Fees,8.7,,
,10/31/2024,Expense,,Cash Deposit Fee,Bank Fees,3.6,,
,10/15/2024,Expense,,PG & E Utilities (Gas & Electric),Bank Fees,1.35,,
,09/18/2024,Expense,,American Express,Bank Fees,95,,
,09/18/2024,Expense,,American Express,Bank Fees,375,,
,09/12/2024,Expense,,,Bank Fees,40,,
,08/29/2024,Expense,,,Bank Fees,15,,
,08/26/2024,Expense,,,Bank Fees,25,,
,08/23/2024,Expense,,,Bank Fees,25,,
,08/22/2024,Expense,,,Bank Fees,25,,
,07/25/2024,Expense,,,Bank Fees,25,,
,07/22/2024,Expense,,,Bank Fees,25,,
,07/19/2024,Expense,,,Bank Fees,25,,
,07/18/2024,Expense,,,Bank Fees,25,,
,05/31/2024,Expense,,Cash Deposit Fee,Bank Fees,12,,
,05/02/2024,Expense,,Wells Fargo Fee,Bank Fees,450.2,,
,03/25/2025,Expense,,,Ask My Accountant,27.03,,
,03/20/2025,Expense,,,Ask My Accountant,1293.4,,
,03/10/2025,Expense,,,Ask My Accountant,981.37,,
,03/10/2025,Expense,,,Ask My Accountant,1111.04,,
,02/17/2025,Expense,,,Ask My Accountant,3194.87,,
,02/10/2025,Expense,,,Ask My Accountant,981.37,,
,12/26/2024,Expense,,,Ask My Accountant,0,,
,12/26/2024,Expense,,,Ask My Accountant,0,,
,11/12/2024,Expense,,,Ask My Accountant,348,,
,02/13/2025,Expense,,American Express,AMEX #1002,5000,,
,02/13/2025,Expense,,American Express,AMEX #1002,9597.42,,
,12/18/2024,Expense,,,AMEX #1002,10000,,
,04/20/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/18/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/17/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/16/2025,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,04/15/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/14/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/12/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/10/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/08/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/07/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/05/2025,Expense,,Facebook,Advertising & Marketing,15.54,,
,04/05/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/04/2025,Expense,,Vaca Printing,--Split--,25.54,,
,04/03/2025,Expense,,Facebook,Advertising & Marketing,321,,
,04/01/2025,Expense,,Google,Advertising & Marketing,333.48,,
,03/31/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/27/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/24/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/21/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/18/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/16/2025,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,03/15/2025,Expense,,Facebook,Advertising & Marketing,58.35,,
,03/15/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/11/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/07/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/05/2025,Expense,,Castle Press,Advertising & Marketing,123.84,,
,03/05/2025,Expense,,Facebook,Advertising & Marketing,243.31,,
,03/05/2025,Expense,,Facebook,Advertising & Marketing,58.37,,
,03/05/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/03/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/02/2025,Expense,,Facebook,Advertising & Marketing,321,,
,03/01/2025,Expense,,Google,Advertising & Marketing,165.26,,
,02/27/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/26/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/25/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/24/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/24/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/22/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/21/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/17/2025,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,02/16/2025,Expense,,Google,Advertising & Marketing,500,,
,02/15/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/11/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/09/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/05/2025,Expense,,Facebook,Advertising & Marketing,64.69,,
,02/05/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/03/2025,Expense,,VistaPrint,Advertising & Marketing,257.1,,
,02/03/2025,Expense,,Facebook,Advertising & Marketing,321,,
,02/01/2025,Expense,,Google,Advertising & Marketing,425.04,,
,02/01/2025,Expense,,Facebook,Advertising & Marketing,321,,
,01/30/2025,Expense,,Facebook,Advertising & Marketing,321,,
,01/28/2025,Expense,,Facebook,Advertising & Marketing,321,,
,01/26/2025,Expense,,Facebook,Advertising & Marketing,321,,
,01/23/2025,Expense,,Facebook,Advertising & Marketing,321,,
,01/22/2025,Expense,,Google,Advertising & Marketing,500,,
,01/21/2025,Expense,,Facebook,Advertising & Marketing,321,,
,01/17/2025,Expense,,Facebook,Advertising & Marketing,321,,
,01/17/2025,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,01/13/2025,Expense,,Facebook,Advertising & Marketing,321,,
,01/11/2025,Expense,,Facebook,Advertising & Marketing,149.82,,
,01/11/2025,Expense,,Facebook,Advertising & Marketing,321,,
,01/05/2025,Expense,,Facebook,Advertising & Marketing,38.51,,
,01/05/2025,Expense,,Facebook,Advertising & Marketing,74.82,,
,01/04/2025,Expense,,Facebook,Advertising & Marketing,321,,
,12/31/2024,Expense,,Google,Advertising & Marketing,68.51,,
,12/31/2024,Expense,,Facebook,Advertising & Marketing,321,,
,12/26/2024,Expense,,Facebook,Advertising & Marketing,321,,
,12/23/2024,Expense,,Facebook,Advertising & Marketing,321,,
,12/18/2024,Expense,,Google,Advertising & Marketing,500,,
,12/16/2024,Expense,,,--Split--,377.91,,
,12/16/2024,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,12/16/2024,Expense,,Facebook,Advertising & Marketing,321,,
,12/15/2024,Expense,,HighLevel Agency,Advertising & Marketing,70.18,,
,12/12/2024,Expense,,Facebook,Advertising & Marketing,17.71,,
,12/12/2024,Expense,,Facebook,Advertising & Marketing,321,,
,12/07/2024,Expense,,Google,Advertising & Marketing,500,,
,12/05/2024,Expense,,HighLevel Agency,Advertising & Marketing,10,,
,12/05/2024,Expense,,Facebook,Advertising & Marketing,77.37,,
,12/05/2024,Expense,,Facebook,Advertising & Marketing,45.87,,
,12/03/2024,Expense,,VistaPrint,Advertising & Marketing,16.84,,
,12/03/2024,Expense,,Google,Advertising & Marketing,500,,
,12/02/2024,Expense,,Facebook,Advertising & Marketing,321,,
,12/01/2024,Expense,,Google,Advertising & Marketing,271.63,,
,11/29/2024,Expense,,Google,Advertising & Marketing,500,,
,11/27/2024,Expense,,Facebook,Advertising & Marketing,321,,
,11/26/2024,Expense,,HighLevel Agency,Advertising & Marketing,49,,
,11/26/2024,Expense,,Facebook,Advertising & Marketing,189.54,,
,11/26/2024,Expense,,Facebook,Advertising & Marketing,410.38,,
,11/26/2024,Expense,,Google,Advertising & Marketing,500,,
,11/21/2024,Expense,,Facebook,Advertising & Marketing,321,,
,11/20/2024,Expense,,Facebook,Advertising & Marketing,20.62,,
,11/20/2024,Expense,,Google,Advertising & Marketing,500,,
,11/17/2024,Expense,,Facebook,Advertising & Marketing,321,,
,11/17/2024,Expense,,Google,Advertising & Marketing,500,,
,11/16/2024,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,11/15/2024,Expense,,HighLevel Agency,Advertising & Marketing,97,,
,11/13/2024,Expense,,Google,Advertising & Marketing,500,,
,11/12/2024,Expense,,Facebook,Advertising & Marketing,321,,
,11/12/2024,Expense,,Google,Advertising & Marketing,500,,
,11/11/2024,Expense,,Facebook,Advertising & Marketing,1.25,,
,11/08/2024,Expense,,Cimico Signs,Advertising & Marketing,347.75,,
,11/08/2024,Expense,,Google,Advertising & Marketing,500,,
,11/08/2024,Expense,,Vaca Printing,--Split--,124.34,,
,11/05/2024,Expense,,Facebook,Advertising & Marketing,172.68,,
,11/05/2024,Expense,,Facebook,Advertising & Marketing,49.51,,
,11/02/2024,Expense,,Rankleads,Advertising & Marketing,3250,,
,11/02/2024,Expense,,Facebook,Advertising & Marketing,291,,
,11/01/2024,Expense,,Indeed,Advertising & Marketing,249.52,,
,11/01/2024,Expense,,Facebook,Advertising & Marketing,140,,
,11/01/2024,Expense,,Google,Advertising & Marketing,465.41,,
,10/31/2024,Expense,,Facebook,Advertising & Marketing,127,,
,10/31/2024,Expense,,Yelp,Advertising & Marketing,47.58,,
,10/30/2024,Expense,,Facebook,Advertising & Marketing,115,,
,10/29/2024,Expense,,Facebook,Advertising & Marketing,104,,
,10/29/2024,Expense,,Facebook,Advertising & Marketing,94,,
,10/28/2024,Expense,,Facebook,Advertising & Marketing,77,,
,10/28/2024,Expense,,Facebook,Advertising & Marketing,85,,
,10/28/2024,Expense,,Facebook,Advertising & Marketing,70,,
,10/27/2024,Expense,,Facebook,Advertising & Marketing,63,,
,10/27/2024,Expense,,Facebook,Advertising & Marketing,51,,
,10/26/2024,Expense,,Facebook,Advertising & Marketing,41,,
,10/26/2024,Expense,,Facebook,Advertising & Marketing,33,,
,10/26/2024,Expense,,Facebook,Advertising & Marketing,46,,
,10/26/2024,Expense,,Facebook,Advertising & Marketing,264,,
,10/26/2024,Expense,,Facebook,Advertising & Marketing,57,,
,10/26/2024,Expense,,Fiverr,Advertising & Marketing,121.33,,
,10/25/2024,Expense,,HighLevel Agency,Advertising & Marketing,49,,
,10/25/2024,Expense,,Facebook,Advertising & Marketing,37,,
,10/25/2024,Expense,,Facebook,Advertising & Marketing,30,,
,10/24/2024,Expense,,Facebook,Advertising & Marketing,24,,
,10/24/2024,Expense,,Facebook,Advertising & Marketing,21,,
,10/24/2024,Expense,,Facebook,Advertising & Marketing,27,,
,10/24/2024,Expense,,Facebook,Advertising & Marketing,17,,
,10/23/2024,Expense,,Google,Advertising & Marketing,500,,
,10/23/2024,Expense,,Facebook,Advertising & Marketing,15,,
,10/23/2024,Expense,,Facebook,Advertising & Marketing,240,,
,10/23/2024,Expense,,Facebook,Advertising & Marketing,19,,
,10/23/2024,Expense,,Facebook,Advertising & Marketing,10,,
,10/23/2024,Expense,,Facebook,Advertising & Marketing,15,,
,10/22/2024,Expense,,Facebook,Advertising & Marketing,7,,
,10/22/2024,Expense,,Facebook,Advertising & Marketing,5,,
,10/22/2024,Expense,,Facebook,Advertising & Marketing,3,,
,10/22/2024,Expense,,Facebook,Advertising & Marketing,3,,
,10/21/2024,Expense,,Facebook,Advertising & Marketing,2,,
,10/21/2024,Expense,,Facebook,Advertising & Marketing,2,,
,10/21/2024,Expense,,Facebook,Advertising & Marketing,2,,
,10/18/2024,Expense,,Google,Advertising & Marketing,500,,
,10/16/2024,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,10/16/2024,Expense,,Facebook,Advertising & Marketing,218,,
,10/15/2024,Expense,,HighLevel Agency,Advertising & Marketing,97,,
,10/13/2024,Expense,,Google,Advertising & Marketing,500,,
,10/11/2024,Expense,,Facebook,Advertising & Marketing,198,,
,10/10/2024,Expense,,HighLevel Agency,Advertising & Marketing,25.2,,
,10/07/2024,Expense,,Google,Advertising & Marketing,500,,
,10/06/2024,Expense,,HighLevel Agency,Advertising & Marketing,10,,
,10/05/2024,Expense,,Facebook,Advertising & Marketing,36.67,,
,10/05/2024,Expense,,Facebook,Advertising & Marketing,1.29,,
,10/04/2024,Expense,,Facebook,Advertising & Marketing,180,,
,10/04/2024,Expense,,Google,Advertising & Marketing,500,,
,10/02/2024,Expense,,Rankleads,Advertising & Marketing,3250,,
,10/01/2024,Expense,,Indeed,Advertising & Marketing,190.19,,
,10/01/2024,Expense,,Yelp,Advertising & Marketing,180,,
,09/30/2024,Expense,,Google,Advertising & Marketing,206.91,,
,09/30/2024,Expense,,Facebook,Advertising & Marketing,163,,
,09/28/2024,Expense,,Google,Advertising & Marketing,500,,
,09/26/2024,Expense,,HighLevel Agency,Advertising & Marketing,49,,
,09/26/2024,Expense,,Facebook,Advertising & Marketing,148,,
,09/24/2024,Expense,,Google,Advertising & Marketing,500,,
,09/24/2024,Expense,,Facebook,Advertising & Marketing,134,,
,09/23/2024,Expense,,,Advertising & Marketing,1500,,
,09/22/2024,Expense,,Facebook,Advertising & Marketing,121,,
,09/21/2024,Expense,,Facebook,Advertising & Marketing,110,,
,09/20/2024,Expense,,Google,Advertising & Marketing,500,,
,09/19/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/17/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/17/2024,Expense,,Google,Advertising & Marketing,500,,
,09/16/2024,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,09/15/2024,Expense,,Thangs,Advertising & Marketing,119.99,,
,09/15/2024,Expense,,HighLevel Agency,Advertising & Marketing,97,,
,09/15/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/13/2024,Expense,,Google,Advertising & Marketing,500,,
,09/13/2024,Expense,,Fiverr,Advertising & Marketing,131.88,,
,09/12/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/10/2024,Expense,,Google,Advertising & Marketing,500,,
,09/10/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/09/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/07/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/07/2024,Expense,,Google,Advertising & Marketing,500,,
,09/05/2024,Expense,,Facebook,Advertising & Marketing,91.52,,
,09/04/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/04/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/04/2024,Expense,,Google,Advertising & Marketing,500,,
,09/03/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/02/2024,Expense,,Rankleads,Advertising & Marketing,3250,,
,09/01/2024,Expense,,Indeed,Advertising & Marketing,0.37,,
,09/01/2024,Expense,,Facebook,Advertising & Marketing,100,,
,09/01/2024,Expense,,Google,Advertising & Marketing,95.54,,
,09/01/2024,Expense,,Yelp,Advertising & Marketing,180,,
,08/30/2024,Expense,,Google,Advertising & Marketing,500,,
,08/30/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/30/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/29/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/29/2024,Expense,,Vaca Printing,--Split--,52.98,,
,08/28/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/26/2024,Expense,,Google,Advertising & Marketing,500,,
,08/26/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/25/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/24/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/23/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/23/2024,Expense,,Google,Advertising & Marketing,500,,
,08/21/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/21/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/20/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/19/2024,Expense,,Google,Advertising & Marketing,500,,
,08/19/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/18/2024,Expense,,Indeed,Advertising & Marketing,507.31,,
,08/18/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/17/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/17/2024,Expense,,Mailchimp,Advertising & Marketing,39.25,,
,08/16/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/15/2024,Expense,,Facebook,Advertising & Marketing,107.34,,
,08/15/2024,Expense,,HighLevel Agency,Advertising & Marketing,97,,
,08/15/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/15/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/15/2024,Expense,,Google,Advertising & Marketing,500,,
,08/14/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/12/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/11/2024,Expense,,Google,Advertising & Marketing,500,,
,08/09/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/08/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/07/2024,Expense,,Google,Advertising & Marketing,500,,
,08/05/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/04/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/02/2024,Expense,,Facebook,Advertising & Marketing,100,,
,08/02/2024,Expense,,Rankleads,Advertising & Marketing,3250,,
,08/01/2024,Expense,,Yelp,Advertising & Marketing,180,,
,07/31/2024,Expense,,Google,Advertising & Marketing,50.18,,
,07/31/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/30/2024,Expense,,Google,Advertising & Marketing,500,,
,07/29/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/29/2024,Expense,,Fiverr,Advertising & Marketing,55.75,,
,07/27/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/25/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/24/2024,Expense,,Google,Advertising & Marketing,500,,
,07/24/2024,Expense,,Paperless Post,Advertising & Marketing,120,,
,07/23/2024,Expense,,Facebook,Advertising & Marketing,100,,
,07/22/2024,Expense,,Facebook,Advertising & Marketing,100,,
